pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance,pitcher_run_exp,run_exp,bat_speed,swing_length,pa,bip,singles,doubles,triples,hrs,so,k_percent,bb,bb_percent,api_break_z_with_gravity,api_break_z_induced,api_break_x_arm,api_break_x_batter_in,hyper_speed,bbdist,hardhit_percent,barrels_per_bbe_percent,barrels_per_pa_percent,release_pos_z,release_pos_x,plate_x,plate_z,obp,barrels_total,batter_run_value_per_100,xobp,xslg,pitcher_run_value_per_100,xbadiff,xobpdiff,xslgdiff,wobadiff,swing_miss_percent,arm_angle,attack_angle,attack_direction,swing_path_tilt,rate_ideal_attack_angle,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
2070,678882,"Rafaela, Ceddanne",2070,100,0.246,0.143,0.312,0.39,0.286,0.273,0.229,134,544,85.9,14.1,2300,88.8,89.05,423,1282,788,0.3,6.46,104,150,108,146,292,319,292,6.789,-6.789,67.6,7.3,570,398,91,23,5,15,151,26.5,14,2.5,2.38703,0.57624,0.25452,-0.01949,90.9,149,36.93467337,7.537688442,5.263157895,5.69,-0.81,0.27,2.28,0.273,30,-0.327971014,0.257,0.368,0.327971014,0.017,0.016,0.022,0.013,33,38.3,12.95903285,0.676717379,33.10514354,0.514900662,36.47759647,32.56217523
2063,608385,"Winker, Jesse",2063,100,0.253,0.151,0.304,0.405,0.338,0.329,0.245,109,430,87.8,13.9,2246,89.7,90.04,175,891,1172,0.3,6.47,117,147,121,151,291,320,301,-13.192,13.192,67.6,7.2,506,329,72,23,0,14,106,20.9,61,12.1,2.28498,0.59285,0.34312,-0.13282,91.2,154,37.38601824,7.598784195,4.940711462,5.79,-1.02,-0.02,2.44,0.357,25,0.639457101,0.351,0.384,-0.639457101,0.008,0.006,0.021,0.009,19.6,38.1,11.33689958,8.576827219,35.41112576,0.57875895,34.37569768,26.61420607
2055,680869,"Gelof, Zack",2055,100,0.211,0.151,0.296,0.362,0.276,0.271,0.199,105,497,88.3,13.3,2258,88.8,88.94,385,1058,997,0.1,6.44,107,151,115,146,302,323,293,18.306,-18.306,69.4,7.2,547,317,66,20,2,17,188,34.4,38,6.9,2.40278,0.54399,0.32565,0.14655,91.3,146,37.34177215,8.860759494,5.118829982,5.76,-1.06,0.16,2.17,0.27,28,-0.89080292,0.262,0.347,0.89080292,0.012,0.008,0.015,0.005,36.4,38,15.58705332,1.764301441,33.51453919,0.541624875,37.4152677,27.19227069
2048,662139,"Varsho, Daulton",2048,100,0.214,0.194,0.262,0.407,0.304,0.261,0.186,98,459,84.5,24.2,2246,89.4,89.58,263,975,1073,0.2,6.42,113,145,107,152,291,322,296,5.92,-5.92,71.8,7.5,512,324,52,21,7,18,137,26.8,47,9.2,2.2455,0.64824,0.36255,-0.26926,91.5,158,33.95061728,6.172839506,3.90625,5.74,-1.22,-0.22,2.34,0.292,20,-0.2890625,0.267,0.316,0.2890625,0.028,0.025,0.091,0.043,27,37.9,11.65372694,-3.206867576,32.92285695,0.512087912,36.03062181,28.90332587
2047,605141,"Betts, Mookie",2047,100,0.289,0.202,0.294,0.491,0.37,0.356,0.282,130,450,89.9,21.4,2263,89.8,90.12,123,826,1221,0.3,6.45,109,151,122,146,304,323,296,-24.666,24.666,66.9,6.8,513,397,82,24,5,19,57,11.1,58,11.3,2.24469,0.62103,0.36575,0.04631,91.6,185,39.5465995,6.04534005,4.678362573,5.73,-0.69,0.3,2.3,0.368,24,1.204982902,0.365,0.447,-1.204982902,0.007,0.003,0.044,0.014,14.9,37.5,7.882926457,-2.745038868,33.90713552,0.495774648,38.1096086,32.1434866
2046,686217,"Frelick, Sal",2046,100,0.259,0.076,0.306,0.335,0.293,0.279,0.247,123,474,82.3,9,2286,89.3,89.63,110,850,1196,0.3,6.47,113,146,102,150,287,315,298,8.25,-8.25,63.8,6.8,523,400,95,22,4,2,77,14.7,39,7.5,2.29937,0.60766,0.32629,-0.1871,90.3,139,19.5,0.75,0.573613767,5.73,-1.17,-0.11,2.29,0.32,3,-0.403225806,0.309,0.305,0.403225806,0.012,0.011,0.03,0.014,12.9,38.3,4.470365819,1.421159376,30.53887248,0.379874214,37.56836801,24.03057585
2043,607208,"Turner, Trea",2043,100,0.295,0.174,0.331,0.469,0.349,0.318,0.264,149,505,89.1,11.5,2260,88.8,89.11,287,1098,945,0.3,6.51,107,151,119,147,302,322,290,-19.717,19.717,70,7.5,539,408,103,25,0,21,98,18.2,27,5,2.37635,0.56475,0.24581,-0.08947,92,154,40.78624079,6.87960688,5.194805195,5.83,-0.58,0.3,2.23,0.338,28,0.965100343,0.309,0.419,-0.965100343,0.031,0.029,0.05,0.031,26.1,38.7,10.46940985,-3.991927523,28.98468611,0.599400599,38.03423362,30.84241712
2028,664034,"France, Ty",2028,100,0.234,0.132,0.277,0.365,0.296,0.303,0.228,112,479,88.7,12.9,2281,89.5,89.78,251,1038,990,0.3,6.45,107,151,122,147,301,321,287,6.814,-6.814,69.3,7.5,535,370,75,24,0,13,114,21.3,38,7.1,2.21971,0.66612,0.30586,0.10348,91.6,162,40,7.297297297,5.046728972,5.8,-0.81,0.21,2.38,0.305,27,-0.335996055,0.301,0.387,0.335996055,0.006,0.004,-0.022,-0.007,24.2,40,13.01655096,7.117923898,34.586524,0.5,36.11885421,26.47346215
2022,690993,"Keith, Colt",2022,100,0.26,0.12,0.306,0.38,0.301,0.311,0.266,134,516,87.8,11.3,2236,88.6,88.87,228,983,1039,0.3,6.4,116,146,122,152,291,324,299,0.842,-0.842,69.5,6.6,554,408,102,15,4,13,110,19.9,34,6.1,2.39998,0.54959,0.33889,-0.25359,91.6,163,35.29411765,5.637254902,4.151624549,5.71,-1.22,-0.12,2.29,0.307,23,-0.041641939,0.314,0.393,0.041641939,-0.006,-0.007,-0.013,-0.01,23.2,37.6,7.826619993,1.39166128,32.73817864,0.433333333,38.23578281,28.77461686
2011,671218,"Ramos, Heliot",2011,100,0.269,0.2,0.329,0.469,0.339,0.338,0.25,128,475,91.5,10.5,2284,89.5,89.85,290,1012,999,0.3,6.44,108,151,122,147,305,323,293,-7.901,7.901,73.1,6.8,516,344,80,23,3,22,135,26.2,35,6.8,2.28137,0.60277,0.30927,0.0531,92.4,169,47.80058651,14.6627566,9.689922481,5.81,-0.78,0.26,2.27,0.32,50,0.39288911,0.305,0.481,-0.39288911,0.019,0.015,-0.012,0.001,28.7,38.6,7.3698968,5.607992969,32.88115993,0.438669439,37.88362198,25.17566034
2008,665750,"Taveras, Leody",2008,100,0.229,0.123,0.272,0.352,0.282,0.295,0.24,110,480,88.1,14.1,2231,89,89.07,257,980,1028,0.1,6.41,112,146,107,150,294,324,299,10.176,-10.176,69,7.4,529,375,78,17,3,12,112,21.2,42,7.9,2.36901,0.56147,0.42565,-0.42565,91.2,154,35.8490566,5.929919137,4.15879017,5.75,-1.16,-0.14,2.32,0.289,22,-0.506772908,0.301,0.368,0.506772908,-0.011,-0.012,-0.016,-0.013,26.2,37.6,6.154535885,-6.436825131,32.58793953,0.363736264,37.22279606,31.94933089
1995,643217,"Benintendi, Andrew",1995,100,0.229,0.168,0.245,0.396,0.298,0.303,0.243,109,477,87.7,16.1,2239,89.3,89.68,202,958,1037,0.4,6.52,115,146,110,151,285,319,300,11.421,-11.421,65.7,6.6,521,384,69,20,0,20,96,18.4,40,7.7,2.26528,0.63067,0.41694,-0.33523,90.9,164,34.46475196,6.266318538,4.606525912,5.72,-0.99,-0.27,2.34,0.288,24,-0.572481203,0.302,0.389,0.572481203,-0.014,-0.014,0.007,-0.005,21.1,36.7,12.0976562,1.319649955,34.27002225,0.527071823,32.25732639,31.81731958
1993,669127,"Langeliers, Shea",1993,100,0.224,0.226,0.252,0.45,0.315,0.328,0.241,108,482,91.3,16.3,2254,88.7,88.85,288,986,1007,0.2,6.42,106,152,122,146,301,324,295,-2.283,2.283,72.9,7.2,532,343,59,18,2,29,145,27.3,39,7.3,2.33973,0.63478,0.29819,0.02836,92.7,168,44.02332362,12.82798834,8.270676692,5.82,-0.85,0.27,2.23,0.286,44,0.114550928,0.302,0.456,-0.114550928,-0.017,-0.016,-0.006,-0.013,29.2,39.2,11.90124753,-4.638934647,29.41660031,0.612660944,38.98770969,36.75382477
1991,660821,"Sánchez, Jesús",1991,100,0.252,0.166,0.316,0.418,0.318,0.343,0.264,123,488,92.3,7.6,2241,89.4,89.55,331,1060,931,0.1,6.44,116,147,121,151,294,323,302,0.277,-0.277,72.9,7,534,351,79,25,1,18,140,26.2,39,7.3,2.29662,0.60349,0.36371,-0.24744,93.3,148,51.28205128,12.25071225,8.052434457,5.71,-1.04,-0.17,2.34,0.311,43,-0.013912607,0.323,0.468,0.013912607,-0.012,-0.012,-0.05,-0.025,31.2,37.6,6.812335092,4.858450891,30.37299292,0.484295846,38.75873436,30.62377253
1983,681351,"O'Hoppe, Logan",1983,100,0.245,0.165,0.318,0.41,0.312,0.331,0.252,117,478,90.3,15,2262,88.7,88.9,347,1032,951,0.2,6.47,108,151,121,146,303,323,295,-0.22,0.22,68.1,7.2,521,326,79,17,1,20,154,29.6,33,6.3,2.39847,0.54744,0.25297,0.04535,92.3,165,46.3190184,11.96319018,7.485604607,5.8,-0.94,0.25,2.24,0.304,39,0.011094302,0.31,0.455,-0.011094302,-0.007,-0.006,-0.045,-0.019,33.6,38.5,14.28189122,-0.215711002,33.93532598,0.527368421,36.3369792,34.01531751
1955,696285,"Young, Jacob",1955,100,0.256,0.075,0.321,0.331,0.29,0.286,0.253,120,468,81.1,1.9,2257,89.1,89.62,169,877,1078,0.5,6.54,102,148,102,147,302,317,287,11.849,-11.849,62.4,6.5,521,377,92,24,1,3,102,19.6,30,5.8,2.35916,0.54928,0.32943,-0.0145,90.5,130,29.14438503,1.604278075,1.151631478,5.78,-0.61,0.12,2.29,0.316,6,-0.606086957,0.314,0.317,0.606086957,0.003,0.002,0.014,0.004,19.3,36.9,2.351071963,1.250892693,32.87187175,0.446682464,39.05339837,26.59108566
1947,663886,"Stephenson, Tyler",1947,100,0.258,0.186,0.307,0.444,0.339,0.322,0.241,118,457,90.2,10.9,2272,89.5,89.87,191,842,1105,0.4,6.49,108,150,122,146,304,323,289,-18.57,18.57,68.7,7.4,513,342,72,26,1,19,117,22.8,46,9,2.3035,0.58035,0.34948,0.08803,92,159,43.98826979,9.090909091,6.04288499,5.79,-0.84,0.18,2.25,0.335,31,0.953775039,0.322,0.403,-0.953775039,0.017,0.013,0.041,0.017,22.7,38.2,10.22380836,3.289636773,36.56898558,0.507462687,39.62993666,26.73749618
1901,663624,"Mountcastle, Ryan",1901,100,0.271,0.154,0.327,0.425,0.316,0.332,0.272,128,473,90.8,10.4,2300,89.2,89.38,268,1067,834,0.2,6.45,107,151,122,147,308,326,293,-7.457,7.457,73.6,7.4,507,365,83,30,2,13,114,22.5,27,5.3,2.29309,0.6192,0.26856,-0.02679,92,167,45.32967033,8.791208791,6.311637081,5.76,-0.76,0.17,2.34,0.308,32,0.392267228,0.313,0.445,-0.392267228,-0.001,-0.005,-0.02,-0.016,25.1,38.7,3.975506058,2.386235566,37.5187049,0.340770791,39.48533623,24.84491265
1883,671277,"García Jr., Luis",1883,100,0.282,0.162,0.31,0.444,0.328,0.331,0.278,141,500,88.5,7.5,2224,88.5,88.85,207,974,909,0.4,6.48,118,147,112,150,290,320,303,-5.561,5.561,69.7,7.2,526,415,97,25,1,18,86,16.3,25,4.8,2.49027,0.46959,0.32484,-0.21115,91.7,149,41.78743961,7.971014493,6.273764259,5.82,-0.95,-0.15,2.19,0.316,33,0.295326606,0.313,0.452,-0.295326606,0.004,0.003,-0.008,-0.003,21.3,37.8,9.119690678,2.117518473,28.87345875,0.585176991,39.00217523,29.96364185
1872,608369,"Seager, Corey",1872,100,0.278,0.234,0.291,0.512,0.365,0.387,0.286,132,475,92.1,13.5,2226,88.9,89.06,232,993,879,0.2,6.43,116,146,133,152,299,329,304,-25.113,25.113,70.7,6.5,522,381,81,21,0,30,96,18.4,42,8,2.38741,0.54103,0.35182,-0.26955,92.8,170,50.92348285,15.30343008,11.11111111,5.76,-0.67,-0.25,2.28,0.339,58,1.34150641,0.348,0.558,-1.34150641,-0.008,-0.009,-0.046,-0.022,23.4,38.7,11.16022198,1.370597624,33.93298221,0.476821192,38.06044877,32.35401736
1817,676694,"Meyers, Jake",1817,100,0.22,0.141,0.263,0.361,0.285,0.304,0.235,101,460,86.7,13.2,2266,88.9,88.99,241,893,924,0.1,6.46,106,151,110,146,296,324,290,12.69,-12.69,65.5,6.8,512,351,65,20,3,13,116,22.7,35,6.8,2.35191,0.60448,0.31791,0.00235,91.4,152,37.14285714,6.857142857,4.6875,5.79,-0.73,0.2,2.25,0.287,24,-0.698403963,0.304,0.383,0.698403963,-0.015,-0.017,-0.022,-0.019,27,37.9,8.122252899,-3.730284786,31.06918525,0.434782609,40.56328601,31.08768015
